"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active"
1,0,51.66667,1.75,0.0193976,0,0,0,0,108,0,3
0,0,44.91667,5.4,0.0004277313,0,0,0,3,4,1,7
1,2,44.58333,2.5,0.00048,111.675,0,0,0,12,1,3
0,0,33.33333,2.8,0.0004285714,0,0,0,0,156,0,0
1,1,32.75,6,0.08980783,424.1767,0,1,0,6,0,17
1,0,26.08333,10,0.09980781,831.7317,0,0,2,13,1,15
1,0,45.75,5,0.06885749,5.520833,0,0,0,144,1,14
1,1,42.75,2.7,0.04965899,266.1908,0,0,0,3,1,6
1,0,23.41667,2.04,0.1200515,204.0875,1,0,0,14,1,12
0,0,60.25,4.16,0.04372321,0,1,0,3,232,1,15
1,0,30.33333,3.6,0.0003333333,1532.773,0,0,0,74,1,16
1,0,28.5,2.19,0.07104634,177.6158,1,0,0,20,1,0
1,0,29.33333,3.2,0.05367281,142.8775,0,0,0,36,1,6
1,0,23.16667,2.5,0.02089871,56.14917,1,0,0,72,0,2
1,0,23.83333,1.76,0.0001522843,201.6583,0,0,0,28,1,12
1,0,69.75,1.8,0.0006666667,0,1,0,1,24,1,2
1,6,53.25,3.96,0.002424242,7.083333,1,0,0,57,0,5
1,0,54.08333,2.5,0.009122,18.25417,1,0,3,102,1,8
1,0,32,9.9999,0.06735965,127.9833,0,0,0,48,0,10
1,0,33.75,3.9,0.0775176,161.1617,0,0,0,14,1,3
1,1,23.16667,2.6,0.8245508,1786.277,0,0,0,4,1,13
1,0,21.5,1.5,0.1550486,46.29167,0,0,0,36,1,0
1,0,40.41667,2.448,0.07226063,426.4467,0,0,2,6,1,15
1,0,48.25,2.9,0.0001764706,15.83333,1,1,1,56,0,20
0,0,35.83333,2.7,0.0002666667,97.5125,1,0,6,6,0,0
1,0,49.66667,2.55,0.1054817,435.9908,1,0,2,6,1,18
1,0,54.41667,5,0.01661133,58.08083,1,0,4,6,1,0
1,0,27.25,3.264,0.05904476,103.3283,0,0,2,49,1,4
1,0,47.33333,2.4,0.1922946,2001.547,0,0,4,96,1,10
1,0,19.5,4.04,0.0007692308,131.7658,0,0,0,46,1,3
0,9,30.33333,2.3,0.04106146,0,0,1,3,7,1,0
0,0,40,2.5,0.0002406015,124.5033,0,1,2,32,1,16
0,0,35.25,5.6335,0.0002130114,0,1,0,3,18,0,10
0,0,23.75,5.8,0.0007177034,0,1,0,2,27,1,0
1,0,0.75,1.6,0.1113085,205.2542,0,0,0,126,1,17
0,0,24.83333,1.51,0.205298,0,1,0,0,36,1,3
1,0,22.5,2.8463,0.1013325,15.83333,1,0,1,120,1,16
1,0,26.41667,3.5,0.08519435,384.8992,0,0,0,12,1,0
1,0,27.33333,3,0.06718982,106.7208,0,0,0,38,1,13
1,0,23.25,2.2,0.06488553,126.6508,0,0,1,26,1,2
1,0,49.83333,5,0.3761903,940.3925,1,0,2,6,1,4
1,0,37.08333,4.5,0.1431333,536.25,0,0,2,36,1,23
0,0,23.08333,1.8,0.0006666667,0,0,0,1,11,0,2
0,2,26.08333,2,0.0005454546,0,1,0,0,36,1,2
1,1,23.08333,3,0.029469,89.37083,0,0,3,51,1,13
0,0,33.25,3,0.3761903,23.58333,1,0,2,97,1,11
1,0,20.58333,3,0.001,0,0,1,1,24,1,0
1,0,23.25,2.5,0.09166333,569.9183,0,0,0,24,1,13
1,0,24.58333,1.5,0.01972267,24.07,0,0,0,28,1,9
1,0,58.08333,2.7,0.1151311,258.8783,1,0,0,82,1,0
1,2,43.75,5.5,0.09599761,569.5458,1,0,2,138,0,6
1,0,31.91667,2.1,0.0005714286,0,0,0,2,18,1,11
1,0,22.83333,1.98,0.4028644,462.0208,0,0,0,4,1,0
0,0,28.08333,5.47,0.02919232,0,1,0,0,18,1,7
1,0,26.58333,2.45,0.1217171,248.5058,0,0,3,5,1,0
1,4,22.08333,1.97,0.04985151,0,0,0,0,36,1,3
1,0,33.75,9.2,0.2395941,664.1208,1,0,5,81,1,7
0,5,31.75,4.5,0.1065361,0,1,0,0,36,1,9
1,0,32.16667,2,0.1776717,402.7225,0,0,0,6,1,8
1,0,28.91667,2.69,0.01570033,47.08167,0,0,3,124,1,19
1,0,58.08333,5.3,0.02659568,97.18417,1,1,1,24,1,20
1,0,34,4.9,0.06697714,273.49,1,0,2,96,1,5
1,1,32.25,3.6208,0.04983705,150.2917,1,0,1,97,1,13
1,0,38.91667,4.96,0.05966339,435.9908,0,0,1,66,1,14
1,0,28.41667,2.5,0.003142857,402.7875,1,0,1,18,0,7
1,0,39.58333,2,0.0608075,101.2625,1,0,3,42,1,3
1,2,55.58333,4.3,0.03501814,0,1,0,0,6,1,31
1,0,42,6.3,0.04065079,84.73167,1,0,2,132,1,20
1,0,26.66667,2.4,0.1008329,51.75,0,0,1,6,1,1
1,0,33.08333,2.8,0.160214,70.285,1,0,1,72,1,19
1,0,37.75,5,0.0006060606,309.91,1,0,4,12,1,0
1,0,34.25,3,0.0337825,32.66667,0,0,0,27,1,19
1,0,23.25,2.8,0.008601538,202.47,0,0,3,15,1,2
1,0,46,5.5,0.05487727,0,1,0,3,161,1,9
1,0,22.75,6.8,0.00075,565.3292,0,0,0,12,1,0
1,0,27.08333,2.5224,0.01972267,494.8875,0,0,0,100,0,5
0,0,36.16667,3.18,0.0004983389,0,0,0,4,6,0,0
0,0,52.75,3.48,0.0003870968,0,1,0,0,75,1,7
0,3,34.16667,2.8463,0.03886773,0,1,0,2,15,1,11
0,0,53,3.5,0.0003428572,0,1,1,0,429,1,0
1,0,22.33333,4.15,0.05342556,520.3417,0,0,1,48,0,4
1,0,30,2.5,0.0033,43.43667,1,0,2,50,1,14
1,0,25.16667,4.5,0.09530056,343.6542,0,0,0,48,1,4
0,0,34.41667,3.15,0.06493969,0,0,0,1,108,1,9
0,0,40.75,2.05,0.03904502,0,0,0,0,177,1,4
1,0,40.66667,5.05,0.02842812,119.3017,0,0,0,128,1,5
1,0,32.41667,3.8,0.0003157895,344.0067,1,0,0,126,1,11
1,1,35.16667,4.288,8e-04,0,0,0,0,24,1,13
1,0,28.83333,2.6,0.04339778,356.8792,1,0,0,56,1,14
1,0,30.75,3.2,0.1346951,287.7583,1,0,4,3,1,7
0,0,41.33333,2.9,0.08015586,0,1,0,0,2,1,3
1,0,38.5,3,0.016826,41.48167,0,0,0,18,1,16
1,1,35.16667,3,0.0002926829,304.6225,1,0,1,22,1,5
0,0,45,3.8,0.03137474,0,1,0,1,38,1,3
0,0,27.08333,5.32,0.0003108808,0,0,0,5,36,1,4
1,0,32.25,3.6208,0.04983705,46.05584,1,0,1,4,0,0
1,0,33.83333,1.7472,0.1132511,107.7642,1,0,0,4,1,12
1,0,22.66667,5.1,0.023269,90.06333,0,0,0,3,1,7
1,0,27.08333,3.5606,0.1090841,164.6433,1,0,0,120,1,3
1,0,30.41667,4.15,0.1505325,520.3417,1,0,1,179,1,5
1,0,24.16667,2.0237,0.0836781,146.27,0,0,0,14,1,3
1,0,34.25,1.8,0.000617284,167.2125,0,0,0,6,1,0
1,1,53.58333,9.9999,0.006872069,209.8442,1,0,0,120,1,3
1,6,35.58333,3.7,0.1375624,240.4842,1,0,2,24,1,5
1,0,23.83333,2.3,0.09361254,265.6517,0,0,0,26,1,3
0,0,37.66667,3.2,0.03326991,0,1,0,3,54,1,0
1,1,41.08333,4.5,0.1431333,1010.502,1,0,2,6,0,10
1,0,24.16667,3.2,0.0001714286,109.6092,1,0,4,18,1,10
1,0,19.41667,3.7,0.0007058823,219.2717,0,0,0,28,1,5
1,0,22.33333,2.8,0.08228679,406.9792,1,0,0,4,1,0
1,0,23.75,2.2,0.0005454546,0,0,0,0,18,1,3
1,0,20.16667,5.77,0.07547747,362.7542,0,0,0,13,1,1
1,0,35.25,3.7,0.03099,376.6342,0,0,2,18,1,28
1,0,37.33333,7,0.03023229,176.2717,1,0,2,14,1,3
1,0,39.08333,2.15,0.03427907,82.65916,1,0,0,41,1,4
1,0,40.75,2.385,0.04667138,57.44083,1,0,2,29,1,0
1,3,28.16667,2.06,0.2421564,948.3625,0,0,0,48,1,19
1,0,26.08333,2.5,0.1196106,178.9158,0,0,0,14,1,13
1,0,48.25,1.8,0.5418599,91.17667,0,0,3,11,1,13
1,0,40.41667,3.5,0.007506077,59.19417,0,0,2,17,1,11
1,0,26.33333,2.45,0.07231405,111.8183,0,0,0,6,1,0
0,0,32.91667,9.9999,0.0001200012,0,0,0,2,146,1,5
1,0,23.75,2.8,0.1486019,396.2717,0,0,2,48,0,8
1,0,27.83333,2.9,0.006866666,19.59,1,0,2,3,1,0
1,0,33.75,3.1144,0.008495376,21.465,1,0,1,11,0,13
0,6,38.25,5.6335,0.0005333333,0,1,0,1,42,1,6
1,1,34.08333,6,0.08264108,747.67,1,0,3,36,1,15
0,11,32.83333,2.55,0.0007142857,0,0,0,2,2,1,8
1,0,29.58333,2.15,0.009956279,61.16667,0,0,1,15,1,1
1,0,25.33333,3.2,0.01023563,26.87833,0,0,1,24,1,33
1,0,31.25,4.2,0.07896433,394.5717,1,0,0,53,1,5
0,0,22,4.2,0.6214691,906.3092,0,0,0,36,1,0
0,0,31.25,4.5,0.0006741573,0,0,0,2,14,1,0
1,0,24.83333,2.1,0.1375624,240.4842,0,0,0,24,1,5
1,0,31.58333,2.55,0.1429055,762.3784,1,0,1,60,1,7
1,0,33.08333,1.82,0.05273589,821.8208,0,0,0,93,1,18
1,1,22.83333,3.6,0.04884167,146.4417,0,0,2,24,1,7
1,0,35.41667,4.5,0.1932389,281.8067,0,0,0,6,1,0
1,0,58.08333,6.7,0.05414866,97.18417,0,0,1,8,1,6
1,7,20.66667,4,0.07420824,38.9975,1,0,2,24,1,19
1,0,35,1.6,0.00075,357.5908,1,0,1,144,0,0
0,0,23.91667,1.636,0.0007334963,0,0,0,1,12,0,0
1,0,32.08333,2.7,0.01248148,27.41667,0,0,0,6,1,8
1,0,34.08333,3.05,0.06167429,179.7167,1,0,0,84,0,4
0,1,39.08333,3.4224,0.02909975,0,1,0,2,100,1,0
1,0,38.41667,6.5,0.02921738,159.73,1,0,3,60,1,9
1,0,20.5,2.8,0.038431,63.55167,0,0,1,156,0,11
0,0,35.58333,3.58,0.0519919,0,1,0,2,123,0,7
1,0,35.25,4.3,0.1221516,57.91583,0,0,0,25,1,9
1,0,20.16667,3,0.121849,304.6225,1,0,1,180,1,10
1,0,27.58333,3.9,0.04137513,134.3858,1,0,3,36,0,6
1,0,23.66667,2.3004,0.0005216484,50.17833,0,0,0,3,1,4
1,0,22.58333,5.1,0.1696612,0,0,0,3,36,0,9
1,0,30.33333,1.6,0.0005504587,0,1,1,0,13,1,19
1,0,29,4.566,0.002146299,7.333333,1,0,2,18,1,19
0,0,23.91667,1.2,0.001,0,0,1,3,12,1,5
1,1,29.16667,2.475,0.0004848485,101.2983,0,0,1,1,1,2
1,0,25.91667,3.7,0.008998919,26.99667,0,1,0,236,1,7
1,0,48.25,3.7,0.1116186,344.1575,0,0,0,2,1,0
0,0,37.66667,7.5,0.00016,0,1,0,3,24,1,8
1,0,38.58333,2.42,0.07939731,171.8608,1,0,3,51,1,13
0,0,33.66667,7,0.004155556,30.44583,1,0,1,58,1,5
0,0,21.16667,1.5,0.06521378,32.775,0,0,0,20,1,7
1,0,32.16667,2.7,0.0637624,97.5125,1,0,2,14,1,5
1,0,23.25,2.2,0.0444384,91.99667,1,0,1,54,1,17
1,0,33.75,3.96,0.01257576,40.83333,0,0,2,14,1,5
1,0,52.16667,5,0.07643376,150.79,1,0,0,201,1,3
0,0,37,3.8,0.2456279,0,1,1,0,97,1,6
1,0,29.16667,3.2,0.0004848485,0,0,0,0,65,0,18
1,0,23.16667,3.95,0.07802456,256.6642,1,0,1,24,1,8
0,0,40.91667,6,0.0006060606,0,1,0,0,42,1,5
0,0,37.66667,2,0.0006936416,0,1,0,3,42,0,12
0,0,34.83333,4.9,0.03879551,0,1,0,2,26,1,3
1,0,35.33333,1.908,0.138147,42.615,1,0,2,12,0,5
1,0,39.08333,3.2,0.06206229,335.435,1,0,1,168,1,22
1,0,25.75,4,0.07481575,41.18917,0,1,2,96,1,11
0,7,28.08333,2.25,4e-04,46.14167,1,0,2,12,1,0
1,0,39.5,3.1144,0.06579486,548.035,0,1,1,154,1,6
0,0,28.16667,1.8,0.0003529412,0,0,0,0,28,1,10
0,0,35.25,2.35,0.0004948454,43.33917,0,0,2,115,1,1
1,1,24.33333,2.4,0.00064,362.6383,0,0,0,7,0,8
1,0,34.25,2.1,0.131112,15.58333,1,0,0,12,1,5
1,1,35.75,2.42,0.05119225,170.6408,1,0,2,18,1,10
1,0,42.66667,1.85,0.008949417,37.58333,1,1,1,132,1,12
1,0,30.25,4.506,0.1337421,502.2017,0,0,2,38,1,7
0,0,44.5,3.84,0.2599927,0,0,1,2,4,0,1
1,1,22.25,1.5,0.058608,647.2067,1,0,0,64,1,5
1,0,34.25,2.5,0.00048,0,1,0,1,12,1,13
1,0,48.75,4,0.3344596,0,1,0,0,180,1,9
1,0,21.83333,3.4224,0.02532014,0,0,0,0,100,1,5
1,3,29.41667,3.2,0.1567194,417.835,0,0,3,14,1,7
1,0,24.91667,3.15,0.06984445,0,0,0,1,40,1,10
0,0,40,3.624,0.2689328,47.08167,1,0,1,12,1,19
1,0,23.83333,3,0.08901566,222.5392,1,0,2,12,1,13
1,0,48.25,3,0.0219424,541.2958,1,0,6,108,1,0
0,0,42.58333,2.4,0.1813192,0,0,0,2,6,1,0
1,0,36.58333,5.7,0.008998919,26.99667,1,0,1,60,1,7
1,0,32.83333,3.5,0.1573136,327.7367,0,0,0,2,1,3
1,0,27.75,4.6,0.1505325,405.3517,1,0,4,16,1,13
0,0,26.25,2.3,0.0003428572,0,1,0,0,7,1,10
1,0,23.5,2.585,0.02505764,2001.547,1,0,0,36,1,0
1,0,29.91667,2.04,0.2145995,364.8192,0,0,1,7,0,1
1,0,53,1.85,8e-04,165.855,1,0,0,60,1,0
1,0,38.33333,2.6,0.004807692,9.583333,0,0,0,27,1,16
1,0,28.16667,1.8,0.1538495,7.083333,0,0,2,26,0,14
1,0,32.33333,2.5,0.192044,0,0,0,1,60,1,4
0,0,34.33333,4.5,0.1534315,0,1,0,0,98,0,1
1,0,28.25,2.35,0.2395941,83.08334,1,0,1,30,1,23
0,7,27.75,2.6,0.1105849,0,1,0,0,36,1,11
0,0,39.75,7,0.0003333333,641.4216,0,0,2,30,0,22
1,0,24.25,3,0.0559685,93.1975,0,0,0,180,1,5
1,0,20.66667,1.7,0.07420824,105.045,0,0,0,6,1,14
1,0,23.75,2.8,0.0003333333,248.7192,0,0,2,96,1,8
1,0,25.75,5.5,0.0708629,324.705,0,0,0,28,1,2
1,1,35.25,6,0.068022,2291.174,0,0,0,10,0,0
0,0,34.33333,4.8,0.0002735978,0,1,0,3,172,1,1
1,0,38.25,3.18,0.3058082,810.3917,0,0,0,18,1,0
1,0,30.33333,2.25,0.0005504587,0,0,0,3,33,1,0
1,0,34.83333,1.5,0.02655333,32.775,0,0,0,18,1,4
1,2,37.16667,3,0.038453,95.79916,0,0,2,8,1,4
1,0,27.16667,1.75,0.01492807,15.3325,0,0,1,38,1,5
1,0,26.41667,2.8,0.0005660377,215.0692,0,0,1,60,1,10
1,0,22,2.7,0.03544926,854.785,0,0,0,3,1,6
0,0,27.33333,4.9,0.000244898,0,0,0,0,300,1,0
1,0,45.75,2.5,0.00048,200.4933,1,1,0,24,0,6
1,0,26,6,0.045469,114.2533,0,1,1,182,1,16
1,1,27.08333,2.7,0.0004444444,0,0,0,0,78,1,2
0,0,30.66667,5.1,0.0611788,127.3725,0,0,0,25,1,0
1,0,24.66667,3.8,0.2508032,642.4742,1,0,3,4,1,0
1,0,55.16667,2,0.03858522,0,1,0,2,53,1,13
1,0,27.41667,2.8,0.008601538,186.3533,0,0,0,15,1,2
0,0,33,3.248,0.02089871,0,0,0,2,96,1,5
1,0,42,2.725,0.05719193,68.87083,0,0,4,13,1,20
1,1,49.16667,5.2,0.146526,93.10667,0,0,1,144,1,10
0,0,22.41667,4.1125,0.0002926829,101.2008,0,0,0,5,1,4
1,0,24.75,2.3,0.09367893,292.6633,0,0,0,24,1,11
1,0,25.25,2.5,0.2115316,440.6908,0,0,0,7,1,0
1,0,0.5,3.05,0.1017243,258.5492,0,0,0,94,1,5
1,0,38.33333,4.15,0.04792941,238.365,0,0,2,9,1,0
1,0,32.75,5.5,0.07068036,386.0525,0,0,2,98,1,0
1,1,54.58333,3,0.061896,65.24667,1,0,1,78,1,19
1,0,19.58333,4.6,0.07904787,405.3517,0,0,0,28,1,13
0,0,29.33333,2.4,0.02494458,0,1,0,2,30,1,9
0,0,40.16667,3.7099,0.0006521739,0,0,0,2,15,1,11
0,0,40.75,6.4532,0.1705402,0,1,0,2,177,1,0
0,0,39.08333,4.386,0.0002735978,0,1,0,0,172,1,9
0,0,34.5,3.3,0.0003636364,0,1,0,3,60,0,18
0,0,23.16667,2.304,0.0005208334,0,1,0,1,8,1,3
0,0,53.66667,4.18,0.0002870813,323.5875,0,0,1,12,1,0
1,0,28.16667,2.4875,0.0004824121,0,0,0,1,87,1,3
0,0,44.91667,2.6,0.1316562,0,0,0,0,87,1,0
1,0,43.08333,3,0.03435875,68.38417,0,0,0,12,1,0
0,0,38,1.5,8e-04,0,1,0,2,42,1,6
0,0,35.83333,8.4,0.1649273,0,0,0,2,102,1,3
0,0,21.66667,2.6,0.07879038,0,0,0,0,36,0,2
0,0,32.66667,6,0.09483,0,0,0,0,12,0,6
0,1,25.41667,3.6,0.07804389,0,0,0,2,12,1,4
1,0,26.25,5,6e-04,15.58333,0,0,4,52,1,16
0,0,46.5,5.5,0.04229,122.9292,0,1,2,48,1,7
1,0,35,2.04,0.05487154,917.54,1,0,0,72,1,29
0,0,40.33333,4.55,0.1596997,0,1,0,2,18,1,0
1,0,20.91667,2.6796,0.0004137931,332.2392,1,0,0,14,1,14
1,0,33.08333,1.939,0.0006188757,147.7233,0,0,1,1,1,9
1,0,31.25,4.2,0.004068919,148.26,1,0,0,53,1,15
1,0,23.16667,4.2,0.04341593,741.5042,0,0,0,16,1,27
1,0,23,3.625,0.0002727273,0,1,0,1,51,0,15
1,0,24.83333,2.48,0.096285,271.4675,0,0,0,20,1,0
1,0,40.91667,12.4999,0.204897,3099.505,0,0,3,120,1,7
1,0,22.5,3.8,0.02186308,102.9767,0,0,0,6,0,12
1,0,23.08333,2.95,0.03642203,89.37083,1,0,3,40,1,1
1,0,23.25,5,0.24272,858.3475,0,0,3,33,1,5
1,0,48.33333,2.4,0.03722216,114.6017,0,0,2,1,1,29
1,0,24.08333,13.5,0.04706862,115.4167,1,0,2,126,1,9
1,0,25.91667,4,3e-04,74.72667,0,0,2,36,1,5
1,0,37.33333,2.34,0.1833799,357.5908,0,0,0,51,1,11
1,1,32.16667,2,0.0608075,38.365,1,0,2,42,1,3
1,0,38,3.27,0.03192233,56.69417,1,0,2,74,1,19
1,0,21.25,3.1894,0.030976,258.2908,0,0,2,10,1,11
1,0,40.08333,2.4304,0.09478866,195.0233,0,0,0,94,1,17
0,4,23.41667,3.7,0.1384322,0,0,0,2,24,1,5
0,0,21.83333,1.84,0.0067932,0,0,0,2,18,1,0
1,0,22.16667,3,0.1178903,294.5592,1,0,0,120,1,11
1,0,36.25,2.6,0.06781389,8.333333,0,0,0,53,0,3
1,1,18.66667,5.1,0.03296432,140.015,0,0,0,63,1,2
1,0,28.16667,4.7,0.2421564,948.3625,1,1,0,6,1,6
1,0,25.08333,4.566,0.0316508,313.4333,0,0,0,94,1,16
1,0,20.08333,1.74,0.1919466,0,0,0,0,8,1,11
1,1,24.75,1.875,6e-04,0,0,0,1,0,0,1
0,0,41.91667,1.5,0.095609,0,1,0,1,120,0,1
0,5,21.25,4.2,0.0002857143,77.35667,0,0,3,52,0,2
1,1,53.33333,2.5,0.000244898,44.02083,1,0,0,108,0,10
1,0,33.08333,2.13,0.02122066,854.785,0,0,1,13,1,4
0,0,25.41667,3.73,0.05783512,0,1,0,1,8,0,2
1,0,28.5,4.232,0.1239747,437.1342,0,1,0,18,1,2
1,0,21.91667,2.64,0.0004545455,205.2542,1,0,1,7,1,1
1,0,18.41667,3,0.2829621,9.753333,0,0,0,114,0,0
1,0,39.08333,3.3,0.03947758,82.65916,0,0,0,6,1,8
1,0,23.75,3,0.2052491,138.5467,0,0,2,14,1,18
1,0,42,3.6,0.09599761,569.5458,0,1,0,96,1,6
1,1,44.91667,3,0.1130587,220.8942,0,0,2,148,1,6
0,0,41.5,3.8,0.08315605,0,0,0,0,67,1,2
1,0,26.5,2.4,0.002625298,6.5175,0,0,0,26,1,4
0,1,33.16667,6,0.0005171522,0,1,0,2,138,0,3
1,0,43.08333,7.8,0.1550486,43.03917,1,0,0,36,0,0
1,0,30.33333,2.5,0.0356228,73.7975,1,1,3,30,1,9
1,0,30.66667,1.5,0.0128,179.1783,1,0,1,12,1,7
1,0,47.58333,3.8,0.05987158,216.165,1,0,0,84,1,10
1,0,44.5,4,0.01795825,4.583333,1,0,0,25,1,2
1,0,43.25,5.1,0.03142812,210.2283,1,0,3,32,1,27
1,0,50,2.2,0.03620279,129.3933,0,0,1,264,1,15
1,0,31.75,3.5,0.04091464,137.0717,1,0,1,72,1,2
1,0,43.25,5.1,0.05023229,146.4275,1,0,2,17,1,11
1,0,32.16667,4,3e-04,191.7017,1,0,1,37,1,0
1,0,24.91667,2.4,0.08980783,461.26,1,0,1,164,0,1
1,0,29,2.7,0.08877037,199.7333,0,0,2,144,1,3
1,0,28.33333,6.6,0.007129848,38.71416,0,0,1,4,1,7
1,0,38.83333,2.7,0.02411576,92.26334,1,0,0,18,1,19
1,0,30.58333,2.304,0.3747426,145.3792,0,0,2,76,1,2
1,0,71.83334,3,0.1178903,294.5592,1,0,2,24,1,0
1,0,24.5,6.2,0.05955571,950.8641,0,0,0,60,1,0
1,0,25.08333,2.42,0.04245641,110.3033,1,0,0,28,1,7
1,0,29.75,2.3,0.02855478,54.64667,1,0,1,30,1,2
0,0,42.41667,1.8,0.0006666667,0,0,0,2,57,1,3
0,0,32.58333,2.1,0.0001846154,0,0,0,0,50,1,6
1,0,23.08333,2.56,0.0938035,320.5167,0,0,1,11,0,2
1,0,27.83333,3.5,0.067888,197.9233,1,0,0,3,1,9
1,0,25.33333,2.7885,0.02563117,68.87083,0,0,0,6,1,2
1,0,25.33333,1.92,0.05121034,148.26,1,0,0,12,1,5
1,0,24.91667,5.16,0.02812798,68.53333,0,1,0,14,1,1
0,0,29.16667,3.12,0.0004848485,0,0,0,1,12,0,5
0,4,22.75,3.12,0.0003846154,0,0,0,0,61,0,7
1,0,27.58333,3.2,0.00048,313.4333,0,0,1,60,1,2
1,0,26.75,3,0.09367893,61.33333,1,0,0,12,1,4
1,0,30.58333,6,3e-04,86.22667,0,0,1,48,0,5
1,0,28.41667,4.5,0.04854384,105.095,0,0,1,17,1,10
1,0,33.91667,3.9,0.0628954,58.99083,1,0,0,14,1,7
1,1,30.83333,2.5,0.00048,0,0,0,3,18,0,0
0,0,34.66667,3.3,0.0007058823,0,0,0,1,48,1,3
0,0,31.5,2.425,0.0004948454,0,0,1,1,132,1,1
1,0,45.75,4.4,0.01210897,78.54166,1,0,1,12,1,18
1,0,30,2.06,0.0006936416,0,1,0,1,36,1,8
1,0,25.83333,5.6965,0.000754717,38.0625,0,1,0,84,0,9
1,0,28.08333,2.16,0.02572685,0,0,0,2,288,1,2
1,0,28.66667,4.6,0.02358028,68.35917,0,0,5,42,1,12
1,0,24.58333,3.5,0.090862,146.8625,0,0,2,14,1,9
1,0,30.25,2.55,0.03532235,159.655,0,0,0,11,1,0
1,0,43.5,1.7472,0.07401385,107.7642,1,0,2,18,0,7
1,0,27.16667,1.95,0.007277206,6.5,0,0,2,36,1,2
1,0,33.75,5,0.05800388,209.0558,0,0,0,10,1,7
1,0,24.16667,2.8896,0.08017754,193.0675,0,0,0,12,0,0
0,0,25.41667,2.7,0.06417074,0,0,0,0,27,1,8
1,0,29.83333,3,0.1059863,358.9725,0,0,1,51,0,11
1,0,34.25,2.3,0.03099,59.1475,0,0,1,54,1,1
0,0,23.16667,2.4,5e-04,0,0,0,1,12,1,8
0,0,46.16667,2.6,0.111812,0,1,0,0,9,1,5
1,0,21.91667,2.4,0.04662429,108.6233,1,0,1,147,1,4
1,0,36.25,3.4064,0.06364079,142.2425,0,0,1,120,0,7
1,1,23.83333,2,0.3860019,501.8025,0,0,0,24,0,4
0,0,32.66667,2.4,0.001833333,0,0,1,0,25,1,6
0,7,56.75,2,0.1700255,282.8758,0,0,0,408,1,2
1,0,29.16667,2.58,0.1680209,424.1767,1,0,4,63,1,12
1,0,33,3.84,0.05726571,150.1767,0,1,0,128,0,1
1,0,29.33333,5,0.01238,76.24416,1,0,0,24,0,5
1,1,41.41667,4.65,0.07657401,159.1958,0,1,2,131,0,11
1,0,39.58333,2.5,0.03396795,88.23333,0,0,0,12,1,11
1,0,24.66667,2,0.100191,7.083333,1,0,3,45,1,0
0,6,62.91667,3.56,0.0004705882,98.345,0,0,2,20,1,13
1,0,20.66667,2.46,0.1409972,289.0442,0,0,1,4,1,5
0,0,30.66667,3.8,0.03251895,0,0,0,3,172,0,1
1,0,55.33333,2.6372,0.006635826,160.4517,1,0,0,300,1,11
1,0,33.25,1.7,0.006725882,641.4216,1,0,0,146,0,11
1,0,21,2.8,0.2689328,204.5367,0,0,1,4,0,11
1,0,22.83333,4.2,0.000381255,135.1842,0,0,2,19,0,0
0,1,24.91667,6,2e-04,0,0,0,2,14,1,4
1,0,37.83333,5.16,0.0006666667,84.275,0,0,0,4,1,17
1,0,61.08333,2.8065,0.03697246,132.8508,1,0,0,252,1,10
1,0,29.16667,2.5,0.0767256,159.595,0,0,0,7,1,2
1,0,25.83333,3.5,0.054018,135.045,0,0,0,6,1,8
0,0,43.16667,5.32,0.08595,0,1,0,5,52,1,7
1,0,42.75,2.1,0.01198229,78.87417,1,0,0,26,1,5
0,0,27.58333,2.4,5e-04,0,0,0,0,36,1,11
1,0,22.5,4.8,0.1013325,214.065,1,0,2,3,1,4
0,7,21.91667,2.3,0.07491956,253.6292,1,0,0,50,1,16
0,2,62.5,2.6545,0.0003125,0,0,0,0,38,1,1
1,0,32.83333,1.32,0.03875531,42.63083,0,0,1,67,1,2
1,0,41,6.825,0.0003076923,664.6025,0,0,0,18,1,0
1,0,24.91667,2.4,0.1426413,285.2825,1,0,0,35,0,8
1,0,30.16667,3.2,0.01378125,474.5,1,1,1,12,1,1
0,0,33,7.5,0.0006779661,0,0,0,0,300,1,8
1,0,34.58333,3.2604,0.02910716,78.75083,0,0,1,38,1,13
1,0,24.66667,2.16,0.1754246,238.3275,0,0,1,7,1,0
1,0,38.5,8,0.04667138,311.1425,0,0,4,18,1,0
1,1,37.08333,2.2,0.160214,577.9833,1,0,0,17,1,4
1,0,51.66667,2.5,0.0193976,39.91167,1,0,0,138,1,0
1,0,30.83333,3,0.0316508,156.5725,1,0,0,72,1,16
1,2,46.25,3.3748,0.00685,494.4875,0,0,1,66,1,1
0,0,20.5,2.1,0.0449081,0,0,0,2,60,1,2
0,0,28,4,0.07122857,0,0,0,0,32,0,0
1,0,32.16667,2.3,0.07210633,383.3117,0,0,0,121,1,6
0,1,41.83333,1.511,0.1501082,0,0,0,3,84,1,15
1,0,51.75,4.7232,0.02165545,831.7317,1,0,3,60,0,28
1,0,53.5,2.16,8e-04,42.51667,0,1,0,50,0,6
1,0,26.08333,2.3,0.03560869,569.5458,0,0,3,96,1,6
0,0,47.75,1.6,0.1505325,13.91667,0,0,0,16,1,0
1,0,27.75,2.2,0.1403464,257.3017,0,0,5,3,0,7
1,0,22.25,1.5,0.06075971,73.17667,0,0,3,36,0,11
